,filename,location,name,release_date,overview,genre,vote_average,vote_count,popularity,cast_top5,trailer,poster,director,runtime
87,The Fourth Kind.avi,D:/Movies,The Fourth Kind,2009-11-05,"Since the 1960s, a disproportionate number of the population in and around Nome, Alaska, have gone missing. Despite FBI investigations, the disappearances remain a mystery. Dr. Abigail Tyler, a psychologist, may be on the verge of blowing the unsolved cases wide open when, during the course of treating her patients, she finds evidence of alien abductions.","Mystery, Science Fiction, Thriller",6.335,1834,2.7374,"Milla Jovovich as Dr. Abigail 'Abbey' Tyler
Will Patton as Sheriff August
Hakeem Kae-Kazim as Awolowa Odusami
Corey Johnson as Tommy Fisher
Enzo Cilenti as Scott Stracinsky
",https://youtu.be/JQBU4HvN5MY,https://image.tmdb.org/t/p/w154/vfnsGUwurUQqlpvArBvUVc9rYXa.jpg,Olatunde Osunsanmi,98 min
88,The Killer Inside Me.avi,D:/Movies,The Killer Inside Me,2010-02-19,"Deputy Sheriff Lou Ford is a pillar of the community in his small west Texas town, patient and apparently thoughtful. Some people think he is a little slow and maybe boring, but that is the worst they say about him. But then nobody knows about what Lou calls his ""sickness"": He is a brilliant, but disturbed sociopathic sadist.","Crime, Drama, Thriller",5.828,610,2.0536,"Casey Affleck as Lou Ford
Kate Hudson as Amy Stanton
Jessica Alba as Joyce Lakeland
Ned Beatty as Chester Conway
Tom Bower as Sheriff Bob Maples
",https://youtu.be/BO9lzxOai10,https://image.tmdb.org/t/p/w154/fhmdzywgGF9cvoLPuW8qqDn0Gtx.jpg,Michael Winterbottom,109 min
89,The Other Guys.avi,D:/Movies,The Other Guys,2010-08-06,"Unlike their heroic counterparts on the force, desk-bound NYPD detectives Gamble and Hoitz garner no headlines as they work day to day. When a seemingly minor case turns out to be a big deal, the two cops get the opportunity to finally prove to their comrades that they have the right stuff.","Comedy, Action",6.323,4454,4.2442,"Will Ferrell as Detective Allen Gamble
Mark Wahlberg as Detective Terry Hoitz
Eva Mendes as Sheila Gamble
Michael Keaton as Captain Gene Mauch
Steve Coogan as David Ershon
",https://youtu.be/D6WOoUG1eNo,https://image.tmdb.org/t/p/w154/wNEHNqo3MgHmj3BUiPSqqq5czcm.jpg,Adam McKay,107 min
90,The Sorcerers Apprentice.avi,D:/Movies,The Sorcerers Apprentice,2010-07-13,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.","Fantasy, Adventure, Action",6.135,5176,5.4304,"Nicolas Cage as Balthazar Blake
Jay Baruchel as David ""Dave"" Stutler
Alfred Molina as Maxim Horvath
Teresa Palmer as Rebecca ""Becky"" Barnes
Toby Kebbell as Drake Stone
",https://youtu.be/NDPPUJqFgks,https://image.tmdb.org/t/p/w154/b5pIUsGll0418NyfNA5eYCI9aoK.jpg,Jon Turteltaub,109 min
91,The Time Traveler's Wife.avi,D:/Movies,The Time Traveler's Wife,2009-08-14,"Due to a genetic disorder, handsome librarian Henry DeTamble involuntarily zips through time, appearing at various moments in the life of his true love, the beautiful artist Clare Abshire.","Drama, Romance, Fantasy",6.941,2639,4.163,"Eric Bana as Henry DeTamble
Rachel McAdams as Clare Abshire
Michelle Nolden as Annette DeTamble
Arliss Howard as Richard DeTamble
Ron Livingston as Gomez
",No trailer available,https://image.tmdb.org/t/p/w154/J3ewuzQwhFro0pDpdcbZ4j7MYy.jpg,Robert Schwentke,107 min
92,Valhalla Rising.avi,D:/Movies,Valhalla Rising,2009-09-04,"Scandinavia, 1,000 AD. For years, One Eye, a mute warrior of supernatural strength, has been held prisoner by the Norse chieftain Barde. Aided by Are, a boy slave, One Eye slays his captor and together he and Are escape, beginning a journey into the heart of darkness. On their flight, One Eye and Are board a Viking vessel, but the ship is soon engulfed by an endless fog that clears only as the crew sights an unknown land. As the new world reveals its secrets and the Vikings confront their terrible and bloody fate, One Eye discovers his true self.","Adventure, Drama, Action, Fantasy",6.11,1292,7.8577,"Mads Mikkelsen as One-Eye
Gary Lewis as Kare
Jamie Sives as Gorm
Ewan Stewart as Eirik
Alexander Morton as Barde
",No trailer available,https://image.tmdb.org/t/p/w154/7LBMcAx6XHwEduIsBYipvUke9n.jpg,Nicolas Winding Refn,93 min
93,Vampires Suck.avi,D:/Movies,Vampires Suck,2010-08-18,"Becca, an anxious, non-vampire teen is torn between two boys. Before she can choose, Becca must get around her controlling father, who treats her like a child. Meanwhile, Becca's friends contend with their own romantic issues – all of which collide at the prom.","Comedy, Fantasy",4.394,1372,4.6531,"Jenn Proske as Becca Crane
Matt Lanter as Edward
Chris Riggi as Jacob White
Diedrich Bader as Frank Crane
Anneliese Van Der Pol as Jennifer
",https://youtu.be/Gw1oGbdXzoU,https://image.tmdb.org/t/p/w154/ksPKfoXovAiFnBktkCBefsRQ8a1.jpg,"Jason Friedberg, Aaron Seltzer",82 min
94,Walk the Line.avi,D:/Movies,Walk the,2025-09-10,"In a dystopian near-future America, fifty teenage boys take part in a deadly annual walking contest, forced to maintain a minimum pace or be executed, until only one survivor remains.","Science Fiction, Thriller, Horror",6.9,1090,18.0692,"Cooper Hoffman as Raymond Garraty #47
David Jonsson as Peter McVries #23
Garrett Wareing as Stebbins #38
Tut Nyuot as Arthur Baker #6
Charlie Plummer as Gary Barkovitch #5
",https://youtu.be/vAtUHeMQ1F8,https://image.tmdb.org/t/p/w154/wobVTa99eW0ht6c1rNNzLkazPtR.jpg,Francis Lawrence,108 min
95,Wall Street Money Never Sleeps.avi,D:/Movies,Wall Street Money Never Sleeps,2010-09-20,"As the global economy teeters on the brink of disaster, a young Wall Street trader partners with disgraced former Wall Street corporate raider Gordon Gekko on a two tiered mission: To alert the financial community to the coming doom, and to find out who was responsible for the death of the young trader's mentor.","Drama, Crime",6.09,1639,3.5742,"Michael Douglas as Gordon Gekko
Shia LaBeouf as Jacob Moore
Josh Brolin as Bretton James
Carey Mulligan as Winnie Gekko
Frank Langella as Lewis Zabel
",https://youtu.be/q7j8leLG8fc,https://image.tmdb.org/t/p/w154/sA7dP4TJdbIF6a9xNeuBeHOGioX.jpg,Oliver Stone,133 min
96,Agora.avi,D:/Movies,Agora,2009-05-17,"A historical drama set in Roman Egypt, concerning philosopher Hypatia of Alexandria and her relationship with her slave Davus, who is torn between his love for her and the possibility of gaining his freedom by joining the rising tide of Christianity.","Adventure, Drama, History",6.988,1519,4.1404,"Rachel Weisz as Hypatia
Max Minghella as Davus
Oscar Isaac as Orestes
Ashraf Barhom as Ammonius
Michael Lonsdale as Theon
",https://youtu.be/RbuEhwselE0,https://image.tmdb.org/t/p/w154/1xsFa6I5vDd2UI1AJ1tsW7BUChv.jpg,Alejandro Amenábar,127 min
97,Angels & Demons .avi,D:/Movies,Angels & Demons .,2009-04-20,"Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati – a secret, underground organization – after four cardinals are kidnapped on the night of the papal conclave.","Thriller, Mystery",6.716,7176,7.6737,"Tom Hanks as Robert Langdon
Ewan McGregor as Camerlengo Patrick McKenna
Ayelet Zurer as Vittoria Vetra
Stellan Skarsgård as Commander Richter
Pierfrancesco Favino as Inspector Olivetti
",No trailer available,https://image.tmdb.org/t/p/w154/tFZQAuulEOtFTp0gHbVdEXwGrYe.jpg,Ron Howard,139 min
98,Beats of Freedom.avi,D:/Movies,Beats of Freedom,2010-03-12,"A journey through three decades of Polish rock music. It begins with the famous Rolling Stones concert in Warsaw in 1967 and then goes on to show music’s significance during the wave of strikes in June 1980, which led to the birth of the Solidarity trade union.","Documentary, Music",7.8,5,0.0759,,No trailer available,https://image.tmdb.org/t/p/w154/Al2zy17XTss26BN4OjvUwf4hGzy.jpg,"Wojciech Słota, Leszek Gnoiński",73 min
99,Clash Of The Titans.avi,D:/Movies,Clash Of The Titans,2010-03-26,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.","Adventure, Fantasy, Action",5.92,6551,5.9052,"Sam Worthington as Perseus
Gemma Arterton as Io
Mads Mikkelsen as Draco
Alexa Davalos as Andromeda
Jason Flemyng as Calibos / Acrisius
",https://youtu.be/mUbf2f5aDoE,https://image.tmdb.org/t/p/w154/6iHYLipwEyZUPNO8MM3l1yHDaFE.jpg,Louis Leterrier,106 min
100,Cop Out.avi,D:/Movies,Cop Out,2010-02-26,"Detectives Jimmy and Paul, despite nine years as partners, can still sometimes seem like polar opposites—especially when Paul's unpredictable antics get them suspended without pay. Already strapped for cash and trying to pay for his daughter's wedding, Jimmy decides to sell a rare baseball card that's worth tens of thousands. Unfortunately, when the collector's shop is robbed and the card vanishes with the crook, Paul and Jimmy end up going rogue, tracking down the card and the drug ring behind its theft, all on their own time and without any backup—except for each other.","Action, Comedy, Crime",5.551,1590,2.5918,"Bruce Willis as Jimmy Monroe
Tracy Morgan as Paul Hodges
Adam Brody as Barry Mangold
Kevin Pollak as Hunsaker
Ana de la Reguera as Gabriela
",https://youtu.be/NAH8qgVY9jE,https://image.tmdb.org/t/p/w154/qA31i7FPVDHezuoevx3497CvZd4.jpg,Kevin Smith,107 min
101,Death At A Funeral.avi,D:/Movies,Death At A Funeral,2007-08-17,A myriad of outrageous calamities befalls an eccentric English clan with more than a few skeletons in its closets when the family's patriarch dies an unexpected death.,"Comedy, Drama",6.912,1873,2.0501,"Matthew Macfadyen as Daniel
Peter Dinklage as Peter
Ewen Bremner as Justin
Keeley Hawes as Jane
Andy Nyman as Howard
",https://youtu.be/SPbXMBZhFc8,https://image.tmdb.org/t/p/w154/xyTxrJnjbSJQzcbKIP6S1uqLuxy.jpg,Frank Oz,91 min
102,Education.avi,D:/Movies,Education,2020-12-13,"A Black boy’s journey through an ineffectual public school system reveals the racial inequities built into everyday British life. Young Kingsley Smith (Kenyah Sandy) is a spirited aspiring astronaut with a love of drawing whose life is turned upside down when he is thrust into a new school for the “educationally subnormal”—a harrowing experience that gradually awakens his mother (Sharlene Whyte) to the institutional mistreatment of the children of West Indian immigrants. Shot on Super 16 mm to evoke BBC television dramas from the 1970s, the final Small Axe film concludes the pentalogy with a hopeful vision of the power of Black-led collective action.",Drama,0.0,0,0.1901,"Kenyah Sandy as Kingsley
Naomi Ackie as Hazel
Jade Anouka as Mrs. Morrison
Sharlene Whyte as Mother
Temirlan Blaev as Pupil
",https://youtu.be/9uxPGMubvbQ,https://image.tmdb.org/t/p/w154/c8hZx3vqTKcLlDyDp3P0h5gtreV.jpg,Steve McQueen,66 min
103,A.Charlie.Brown.Christmas.1965.720p.BRRip.XviD.AC3-ViSiON.avi,D:/Movies,A Charlie Brown Christmas,1965-12-09,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but it is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.","Animation, Family, Comedy, TV Movie",7.7,757,1.8519,"Peter Robbins as Charlie Brown (voice)
Christopher Shea as Linus Van Pelt (voice)
Tracy Stratford as Lucy Van Pelt (voice)
Cathy Steinberg as Sally Brown (voice)
Chris Doran as Schroeder / Shermy (voice)
",No trailer available,https://image.tmdb.org/t/p/w154/vtaufTzJBMJAeziQA1eP4BLU24C.jpg,Bill Melendez,25 min
104,The Princess Bride.avi,D:/Movies,The Princess Bride,1987-09-25,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.","Adventure, Family, Fantasy, Comedy, Romance",7.69,4948,8.5865,"Cary Elwes as Westley
Robin Wright as The Princess Bride
Mandy Patinkin as Inigo Montoya
Chris Sarandon as Prince Humperdinck
Christopher Guest as Count Rugen
",https://youtu.be/Nq30P5tEY0I,https://image.tmdb.org/t/p/w154/2FC9L9MrjBoGHYjYZjdWQdopVYb.jpg,Rob Reiner,99 min
105,Elf.avi,D:/Movies,Elf,2003-11-07,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic.","Comedy, Family, Fantasy",6.666,4442,6.2523,"Will Ferrell as Buddy
James Caan as Walter
Bob Newhart as Papa Elf
Ed Asner as Santa
Mary Steenburgen as Emily
",https://youtu.be/GA8EcNisRvA,https://image.tmdb.org/t/p/w154/oOleziEempUPu96jkGs0Pj6tKxj.jpg,Jon Favreau,97 min
106,Indiana.Jones.And.The.Kingdom.Of.The.Crystal.Skull[2008]DvDrip-aXXo.avi,D:/Movies,Indiana Jones And The Kingdom Of The Crystal Skull,2008-05-21,"Set during the Cold War, the Soviets—led by sword-wielding Irina Spalko—are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. Indy is coerced to head to Peru at the behest of a young man whose friend—and Indy's colleague—Professor Oxley has been captured for his knowledge of the skull's whereabouts.","Adventure, Action",6.018,8831,7.9032,"Harrison Ford as Indiana Jones
Cate Blanchett as Irina Spalko
Karen Allen as Marion Ravenwood
Shia LaBeouf as Mutt Williams
Ray Winstone as George 'Mac' McHale
",https://youtu.be/nMhfESAa4tw,https://image.tmdb.org/t/p/w154/56As6XEM1flWvprX4LgkPl8ii4K.jpg,Steven Spielberg,122 min
107,Indiana Jones  and the temple of doom.avi,D:/Movies,Indiana Jones  and the temple of doom,1984-05-23,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.","Adventure, Action",7.302,9897,10.2259,"Harrison Ford as Indiana Jones
Kate Capshaw as Willie Scott
Ke Huy Quan as Short Round
Amrish Puri as Mola Ram
Roshan Seth as Chattar Lal
",No trailer available,https://image.tmdb.org/t/p/w154/gpdVNUaa4LhRMLfJOPj1AZdhAZ3.jpg,Steven Spielberg,118 min
108,Doctor Zhivago.avi,D:/Movies,Doctor Zhivago,1965-12-22,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.","Drama, Romance, War",7.542,1240,2.9219,"Omar Sharif as Dr. Yuri Zhivago
Julie Christie as Lara Antipova
Geraldine Chaplin as Tonya Gromeko
Rod Steiger as Viktor Komarovsky
Alec Guinness as Gen. Yevgraf Zhivago
",No trailer available,https://image.tmdb.org/t/p/w154/r0Iv2BiCFYDnzc6uU1q3AJ56igT.jpg,David Lean,200 min
109,Tron [20th Anniversary Collector's Edition] [1982].avi,D:/Movies,Tron,1982-07-09,"When brilliant video game maker Flynn hacks the mainframe of his ex-employer, he is beamed inside an astonishing digital world and becomes part of the very game he is designing. In his mission through cyberspace, Flynn matches wits with a maniacal Master Control Program and teams up with Tron, a security measure created to bring balance to the digital environment.","Science Fiction, Action, Adventure",6.637,2640,7.5687,"Jeff Bridges as Kevin Flynn / Clu
Bruce Boxleitner as Alan Bradley / Tron
David Warner as Ed Dillinger / Sark
Cindy Morgan as Lora / Yori
Barnard Hughes as Dr. Walter Gibbs / Dumont
",No trailer available,https://image.tmdb.org/t/p/w154/jigY9B6TKz4qlfikZcd18qtzTK4.jpg,Steven Lisberger,95 min
110,The_Nightmare_Before_Christmas.avi,D:/Movies,The Nightmare Before Christmas,1993-10-09,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.","Fantasy, Animation, Family",7.831,10144,8.8694,"Danny Elfman as Jack Skellington (singing) / Barrel / Clown with the Tear away Face (voice)
Chris Sarandon as Jack Skellington (voice)
Catherine O'Hara as Sally / Shock (voice)
William Hickey as Dr. Finkelstein (voice)
Glenn Shadix as Mayor (voice)
",No trailer available,https://image.tmdb.org/t/p/w154/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg,Henry Selick,76 min
111,The Kings Speech.avi,D:/Movies,The Kings Speech,2010-11-26,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.","Drama, History",7.733,9131,4.5279,"Colin Firth as King George VI
Geoffrey Rush as Lionel Logue
Helena Bonham Carter as Queen Elizabeth
Guy Pearce as King Edward VIII
Timothy Spall as Winston Churchill
",https://youtu.be/HXMqX9s67kY,https://image.tmdb.org/t/p/w154/pVNKXVQFukBaCz6ML7GH3kiPlQP.jpg,Tom Hooper,118 min
112,True Grit 2010.avi,D:/Movies,True Grit,1969-06-11,"The murder of her father sends a teenage tomboy on a mission of 'justice', which involves avenging her father's death. She recruits a tough old marshal, 'Rooster' Cogburn because he has 'true grit', and a reputation of getting the job done.",Western,7.333,830,2.7518,"John Wayne as Reuben J. ""Rooster"" Cogburn
Kim Darby as Mattie Ross
Glen Campbell as ""La Boeuf""
Jeremy Slate as Emmett Quincy
Robert Duvall as Ned Pepper
",https://youtu.be/ruTdCaAWTNA,https://image.tmdb.org/t/p/w154/lmexRC57l39elaIcnxhaHpcaIW2.jpg,Henry Hathaway,128 min
113,The.Basketball.Diaries.1995-{DvDrip-KiPl3r}.avi,D:/Movies,The Basketball Diaries,1995-04-21,A high school basketball player’s life turns upside down after free-falling into the harrowing world of drug addiction.,"Drama, Crime",7.4,2135,3.2802,"Leonardo DiCaprio as Jim Carroll
Mark Wahlberg as Mickey
James Madio as Pedro
Lorraine Bracco as Mrs. Carroll
Patrick McGaw as Neutron
",No trailer available,https://image.tmdb.org/t/p/w154/AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg,Scott Kalvert,102 min
114,The.Fountain[2006]DvDrip[Eng]-aXXo.avi,D:/Movies,The Fountain,2023-08-20,An old man wanders into the woods in search of his youth.,,0.0,0,3.8909,"Maleah Goldberg as Circe
VJ Kesh as Elfreth
Charrell Mack as Lady Shallott
",No trailer available,https://image.tmdb.org/t/p/w154/xSXAuoV78P881lRTp0MuVFM0YPx.jpg,Scotty Felix,6 min
115,Hitting.the.Apex.2015.DOCU.WEB-DL.x264-RARBG.mp4,D:/Movies,Hitting the Apex,2015-09-02,"The inside story of six fighters – six of the fastest motorcycle racers of all time – and of the fates that awaited them at the peak of the sport. It's the story of what is at stake for all of them: all that can be won, and all that can be lost, when you go chasing glory at over two hundred miles an hour – on a motorcycle.  But this documentary is also an opportunity to understand the passionate relationship that links the pilots, the technical teams and the legions of fans to the spirit of GP Moto.",Documentary,7.717,136,0.8679,"Brad Pitt as Narrator (voice)
Valentino Rossi as Himself
Dani Pedrosa as Himself
Casey Stoner as Himself
Jorge Lorenzo as Himself
",https://youtu.be/fmT_vnJ1jzw,https://image.tmdb.org/t/p/w154/lvtyQcHuUc4xh392DeoqPVyUqZk.jpg,Mark Neale,138 min
116,Once.LiMiTED.DVDRip.XviD.avi,D:/Movies,Once,2007-03-23,"A vacuum repairman moonlights as a street musician and hopes for his big break. One day a Czech immigrant, who earns a living selling flowers, approaches him with the news that she is also an aspiring singer-songwriter. The pair decide to collaborate, and the songs that they compose reflect the story of their blossoming love.","Drama, Music, Romance",7.413,1415,6.7458,"Glen Hansard as Guy
Markéta Irglová as Girl
Hugh Walsh as Timmy Drummer
Gerard Hendrick as Lead Guitarist
Alaistair Foley as Bassist
",https://youtu.be/iBYTsu3L6r4,https://image.tmdb.org/t/p/w154/7nW363kSYRCkr4VGOMvuSGwtzKs.jpg,John Carney,85 min
117,Fargo.DvDRip.Eng-FxM.avi,D:/Movies,Fargo,1996-03-08,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!","Crime, Drama, Thriller",7.847,8831,7.96,"Frances McDormand as Marge Gunderson
William H. Macy as Jerry Lundegaard
Steve Buscemi as Carl Showalter
Peter Stormare as Gaear Grimsrud
Harve Presnell as Wade Gustafson
",No trailer available,https://image.tmdb.org/t/p/w154/rt7cpEr1uP6RTZykBFhBTcRaKvG.jpg,Joel Coen,98 min
118,Ali.2001.720p.BluRay.x264.YIFY.mp4,D:/Movies,Ali,2001-12-10,"In 1964, a brash, new pro boxer, fresh from his Olympic gold medal victory, explodes onto the scene: Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self-confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test.",Drama,6.754,1822,4.8781,"Will Smith as Muhammad Ali / Cassius Clay
Jamie Foxx as Drew 'Bundini' Brown
Jon Voight as Howard Cosell
Mario Van Peebles as Malcolm X
Ron Silver as Angelo Dundee
",No trailer available,https://image.tmdb.org/t/p/w154/3VIZRakftZZFys2ee9S7ufNNNyR.jpg,Michael Mann,157 min
119,Hail Caesar 2016 1080p BluRay x264 DTS-JYK.mkv,D:/Movies,Hail Caesar,1994-05-11,"Caesar is having a hard time dividing his time between his band and his rich girlfriend, Buffer. Buffer's dad doesn't like Ceasar, so he makes Caesar a bet. If Caesar can make a hundred thousand dollars within six months, he can stay with Buffer... but if he fails, their relationship is over forever. How can Ceasar win the bet if he only knows how jam with his band?",Comedy,3.3,21,2.7185,"Anthony Michael Hall as Julius Caesar McMurty
Bobbie Phillips as Buffer Bidwell
Leslie Danon as Annie
Nicholas Pryor as Bidwell
Robert Downey Jr. as Jerry
",https://youtu.be/-PqKAzfau94,https://image.tmdb.org/t/p/w154/4zBmCJcGJKGWiCRunAjOC4rqcS6.jpg,Anthony Michael Hall,100 min
120,The Inbetweeners Movie 2011 DVDRip XviD AC3-26K.avi,D:/Movies,The Inbetweeners Movie,2011-08-19,"High school graduation just wouldn’t be complete without an un-chaperoned, uninhibited and unforgettable final holiday. At least that’s what Will, Jay, Simon and Neil think when they book a two-week stay on an exotic Greek island. As their dreams of sun-drenched days and booze-filled nights are left hopelessly unfulfilled, the lads fight their way into the party scene with hilariously humiliating results.",Comedy,6.2,959,5.3002,"Simon Bird as Will McKenzie
James Buckley as Jay Cartwright
Blake Harrison as Neil Sutherland
Joe Thomas as Simon Cooper
Emily Head as Carli D'Amato
",https://youtu.be/V3HzTKbsqsY,https://image.tmdb.org/t/p/w154/nePYsVp0qU8EbSXeUdr3xEkHlzN.jpg,Ben Palmer,97 min
121,Embrace.of.the.Serpent.2015.720p.BRRip.999MB.MkvCage.mkv,D:/Movies,Embrace of the Serpent,2015-05-25,"The epic story of the first contact, encounter, approach, betrayal and, eventually, life-transcending friendship, between Karamakate, an Amazonian shaman, last survivor of his people, and two scientists that, over the course of 40 years, travel through the Amazon in search of a sacred plant that can heal them. Inspired by the journals of the first explorers of the Colombian Amazon, Theodor Koch-Grunberg and Richard Evans Schultes.","Drama, Adventure",7.693,493,1.3863,"Nilbio Torres as Karamakate (Young)
Antonio Bolívar as Karamakate (Old)
Jan Bijvoet as Theodor Koch-Grunberg
Brionne Davis as Richard Evans Schultes
Yauenkü Miguee as Manduca
",https://youtu.be/4ff7TcnqHUc,https://image.tmdb.org/t/p/w154/t3Lmw8jvm7tpik0lSkub8hU4oRW.jpg,Ciro Guerra,125 min
122,Il Libro della Giungla (2016).ita.eng.sub.ita.iCV-MIRCrew.mkv,D:/Movies,Il Libro della Giungla,1990-06-23,"Watch Rudyard Kipling's world famous novel, The Jungle Book, come alive in this high quality entertaining animated feature. Join young Mowgli, and his animal friends Bagheera and Baloo, on their adventures in the wilderness.",Animation,5.2,5,0.7239,"Paolo Torrisi as Mowgli (ITA)
Urara Takano as Mowgli (JPN)
Pietro Ubaldi as Baloo (ITA)
Banjo Ginga as Baloo (JPN)
",https://youtu.be/4ff7TcnqHUc,https://image.tmdb.org/t/p/w154/4kn68Civbu5HDYEBaCkRxhSQbQC.jpg,Fumio Kurokawa,95 min
123,Sherlock.Holmes.A.Game.of.Shadows.2011.TS.XviD-26K-BiDA.avi,D:/Movies,Sherlock Holmes A Game of Shadows,2011-11-22,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.","Adventure, Action, Crime, Mystery",7.142,10763,4.3416,"Robert Downey Jr. as Sherlock Holmes
Jude Law as Dr. John Watson
Noomi Rapace as Madam Simza Heron
Jared Harris as Professor James Moriarty
Rachel McAdams as Irene Adler
",https://youtu.be/DzPHzAR9GYw,https://image.tmdb.org/t/p/w154/vskIKrMNUAhns05dx8WYBQfcJEs.jpg,Guy Ritchie,129 min
124,The Help 2011 DVDRiP XviD AC3- MiSTERE.avi,D:/Movies,The Help,2011-08-09,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",Drama,8.202,8841,9.8307,"Emma Stone as Skeeter Phelan
Viola Davis as Aibileen Clark
Bryce Dallas Howard as Hilly Holbrook
Octavia Spencer as Minny Jackson
Jessica Chastain as Celia Foote
",https://youtu.be/3eajzW3XW7Q,https://image.tmdb.org/t/p/w154/3kmfoWWEc9Vtyuaf9v5VipRgdjx.jpg,Tate Taylor,146 min
125,Harold.and.Maude.DVDrip[1971].CULT.TORRENTS.avi,D:/Movies,Harold and Maude,1971-12-20,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.,"Comedy, Drama, Romance",7.6,1169,1.7368,"Ruth Gordon as Maude
Bud Cort as Harold
Vivian Pickles as Mrs. Chasen
Cyril Cusack as Glaucus
Charles Tyner as Uncle Victor
",No trailer available,https://image.tmdb.org/t/p/w154/t7qEuGwDjcYu8ajaKZ68DeDnOxw.jpg,Hal Ashby,92 min
126,What's Eating Gilbert Grape.avi,D:/Movies,What's Eating Gilbert Grape,1993-12-17,"Gilbert Grape is a small-town young man with a lot of responsibility. Chief among his concerns are his mother, who is so overweight that she can't leave the house, and his mentally impaired younger brother, Arnie, who has a knack for finding trouble. Settled into a job at a grocery store and an ongoing affair with local woman Betty Carver, Gilbert finally has his life shaken up by the free-spirited Becky.","Romance, Drama",7.663,4177,7.2831,"Johnny Depp as Gilbert Grape
Juliette Lewis as Becky
Leonardo DiCaprio as Arnie Grape
Mary Steenburgen as Betty Carver
Darlene Cates as Bonnie Grape
",https://youtu.be/wpSGFets1oM,https://image.tmdb.org/t/p/w154/8FxWgsfDNosewo7H65oE4QkOb7g.jpg,Lasse Hallström,118 min
